,Id aluno,Idade,Concelho,Sexo,Matematica,Estatistica,Portugues,Ingles,Local do exame,Tipo de escola,Trabalhador estudante,Estado civil,Media,Aprovado
279,A0280,38,Porto,Masculino,1,19,5,3,Escola A,Publica,Nao,Casado,7.0,False
280,A0281,37,Braga,Feminino,1,17,4,6,Escola C,Publica,Nao,Casado,7.0,False
281,A0282,25,Coimbra,Feminino,8,9,16,18,Escola A,Privada,Nao,Solteiro,12.75,True
282,A0283,24,Faro,Feminino,0,8,1,16,Escola D,Publica,Sim,Solteiro,6.25,False
283,A0284,20,Braga,Feminino,7,7,14,15,Escola B,Privada,Sim,Solteiro,10.75,True
284,A0285,34,Coimbra,Feminino,5,9,4,14,Escola D,Privada,Nao,Outro,8.0,False
285,A0286,50,Coimbra,Feminino,5,16,19,7,Escola B,Privada,Nao,Outro,11.75,True
286,A0287,29,Lisboa,Masculino,17,1,5,18,Escola C,Publica,Nao,Casado,10.25,True
287,A0288,39,Faro,Masculino,16,5,5,7,Escola B,Privada,Nao,Outro,8.25,False
288,A0289,39,Lisboa,Feminino,11,4,17,17,Escola A,Privada,Sim,Casado,12.25,True
289,A0290,47,Porto,Feminino,5,8,17,15,Escola A,Publica,Nao,Outro,11.25,True
290,A0291,55,Lisboa,Feminino,7,4,3,19,Escola C,Publica,Sim,Casado,8.25,False
291,A0292,55,Lisboa,Masculino,18,17,16,18,Escola B,Publica,Sim,Solteiro,17.25,True
292,A0293,25,Braga,Feminino,9,19,13,9,Escola C,Publica,Sim,Outro,12.5,True
293,A0294,44,Coimbra,Masculino,0,8,13,16,Escola A,Privada,Sim,Casado,9.25,False
294,A0295,44,Faro,Feminino,12,16,12,12,Escola D,Publica,Nao,Outro,13.0,True
295,A0296,51,Lisboa,Feminino,16,16,6,12,Escola C,Publica,Nao,Solteiro,12.5,True
296,A0297,38,Faro,Masculino,2,11,11,6,Escola D,Publica,Nao,Casado,7.5,False
297,A0298,47,Lisboa,Masculino,7,6,14,9,Escola D,Publica,Nao,Outro,9.0,False
298,A0299,50,Porto,Feminino,13,2,18,1,Escola B,Privada,Sim,Outro,8.5,False
299,A0300,45,Lisboa,Feminino,2,9,10,3,Escola C,Publica,Sim,Solteiro,6.0,False
300,A0301,50,Braga,Feminino,15,1,14,5,Escola D,Privada,Sim,Solteiro,8.75,False
301,A0302,22,Coimbra,Masculino,12,2,11,17,Escola D,Publica,Nao,Casado,10.5,True
302,A0303,36,Porto,Masculino,19,15,2,5,Escola B,Privada,Sim,Outro,10.25,True
303,A0304,21,Lisboa,Masculino,16,1,16,16,Escola B,Privada,Sim,Outro,12.25,True
304,A0305,52,Faro,Masculino,12,9,2,13,Escola A,Publica,Sim,Solteiro,9.0,False
305,A0306,34,Porto,Masculino,5,5,18,10,Escola D,Privada,Sim,Solteiro,9.5,False
306,A0307,45,Porto,Masculino,16,10,19,18,Escola A,Publica,Nao,Casado,15.75,True
307,A0308,47,Lisboa,Feminino,13,6,3,1,Escola D,Privada,Sim,Outro,5.75,False
308,A0309,46,Porto,Feminino,16,14,2,2,Escola A,Privada,Sim,Outro,8.5,False
309,A0310,23,Faro,Masculino,7,5,15,10,Escola B,Privada,Nao,Casado,9.25,False
310,A0311,52,Porto,Feminino,10,19,11,5,Escola C,Publica,Nao,Casado,11.25,True
311,A0312,58,Faro,Feminino,19,8,7,13,Escola B,Privada,Nao,Solteiro,11.75,True
312,A0313,54,Lisboa,Masculino,0,19,16,18,Escola A,Publica,Sim,Solteiro,13.25,True
313,A0314,41,Coimbra,Feminino,6,11,6,15,Escola A,Privada,Sim,Casado,9.5,False
314,A0315,46,Porto,Masculino,20,18,10,20,Escola C,Privada,Sim,Casado,17.0,True
315,A0316,48,Coimbra,Masculino,20,19,17,6,Escola D,Privada,Sim,Outro,15.5,True
316,A0317,52,Faro,Feminino,16,2,0,7,Escola A,Privada,Nao,Casado,6.25,False
317,A0318,50,Porto,Masculino,9,14,2,18,Escola A,Privada,Sim,Casado,10.75,True
318,A0319,38,Braga,Masculino,10,1,3,19,Escola A,Privada,Sim,Outro,8.25,False
319,A0320,49,Coimbra,Masculino,8,20,12,15,Escola C,Publica,Nao,Casado,13.75,True
320,A0321,40,Porto,Masculino,8,1,5,6,Escola B,Publica,Nao,Solteiro,5.0,False
321,A0322,50,Coimbra,Masculino,4,2,13,8,Escola A,Publica,Nao,Solteiro,6.75,False
322,A0323,20,Porto,Masculino,16,5,4,12,Escola C,Privada,Sim,Outro,9.25,False
323,A0324,35,Lisboa,Masculino,8,14,15,0,Escola A,Publica,Sim,Casado,9.25,False
324,A0325,42,Coimbra,Masculino,16,9,14,7,Escola D,Privada,Sim,Solteiro,11.5,True
325,A0326,59,Braga,Feminino,20,8,14,3,Escola C,Publica,Sim,Solteiro,11.25,True
326,A0327,48,Braga,Feminino,18,0,3,2,Escola A,Publica,Sim,Solteiro,5.75,False
327,A0328,20,Faro,Feminino,6,15,7,2,Escola C,Privada,Nao,Solteiro,7.5,False
328,A0329,57,Porto,Masculino,8,5,15,12,Escola A,Privada,Nao,Casado,10.0,True
329,A0330,41,Coimbra,Masculino,6,8,15,7,Escola B,Publica,Sim,Casado,9.0,False
330,A0331,49,Faro,Feminino,12,3,3,6,Escola A,Publica,Sim,Casado,6.0,False
331,A0332,39,Coimbra,Feminino,10,1,12,0,Escola C,Publica,Sim,Casado,5.75,False
332,A0333,40,Porto,Feminino,13,3,12,15,Escola D,Publica,Sim,Solteiro,10.75,True
333,A0334,19,Braga,Masculino,18,0,1,5,Escola D,Privada,Sim,Outro,6.0,False
334,A0335,44,Lisboa,Feminino,10,18,2,6,Escola D,Publica,Nao,Outro,9.0,False
335,A0336,59,Braga,Feminino,12,9,7,11,Escola A,Privada,Nao,Solteiro,9.75,False
336,A0337,19,Faro,Masculino,13,20,14,8,Escola B,Privada,Nao,Solteiro,13.75,True
337,A0338,43,Lisboa,Feminino,12,14,10,10,Escola A,Publica,Sim,Outro,11.5,True
338,A0339,34,Faro,Masculino,0,18,8,9,Escola D,Privada,Sim,Outro,8.75,False
339,A0340,57,Porto,Masculino,7,15,6,20,Escola C,Publica,Nao,Solteiro,12.0,True
340,A0341,50,Lisboa,Masculino,11,20,12,0,Escola D,Privada,Nao,Solteiro,10.75,True
341,A0342,26,Faro,Feminino,18,3,1,17,Escola C,Privada,Sim,Casado,9.75,False
342,A0343,56,Porto,Feminino,11,1,7,3,Escola B,Publica,Nao,Casado,5.5,False
343,A0344,46,Braga,Masculino,7,12,6,4,Escola C,Privada,Nao,Outro,7.25,False
344,A0345,59,Porto,Feminino,7,0,11,8,Escola A,Privada,Sim,Solteiro,6.5,False
345,A0346,43,Coimbra,Feminino,20,16,18,16,Escola A,Publica,Nao,Outro,17.5,True
346,A0347,52,Porto,Feminino,12,12,6,2,Escola A,Privada,Nao,Casado,8.0,False
347,A0348,42,Porto,Feminino,11,3,9,15,Escola C,Privada,Nao,Casado,9.5,False
348,A0349,41,Coimbra,Masculino,15,6,15,4,Escola A,Publica,Sim,Outro,10.0,True
349,A0350,30,Faro,Feminino,0,16,2,15,Escola A,Publica,Nao,Casado,8.25,False
350,A0351,24,Faro,Masculino,12,8,9,2,Escola A,Privada,Nao,Solteiro,7.75,False
351,A0352,53,Porto,Masculino,6,3,5,19,Escola B,Privada,Nao,Outro,8.25,False
352,A0353,37,Coimbra,Feminino,4,18,17,14,Escola C,Privada,Sim,Solteiro,13.25,True
353,A0354,18,Coimbra,Masculino,7,0,17,2,Escola C,Publica,Sim,Solteiro,6.5,False
354,A0355,25,Braga,Feminino,13,9,4,19,Escola D,Privada,Nao,Casado,11.25,True
355,A0356,33,Faro,Feminino,12,3,20,13,Escola C,Privada,Sim,Solteiro,12.0,True
356,A0357,31,Lisboa,Masculino,14,8,6,15,Escola B,Privada,Nao,Outro,10.75,True
357,A0358,29,Faro,Masculino,16,12,1,16,Escola C,Privada,Sim,Solteiro,11.25,True
358,A0359,40,Faro,Masculino,14,13,10,19,Escola B,Privada,Sim,Solteiro,14.0,True
359,A0360,32,Braga,Masculino,19,9,12,17,Escola B,Privada,Nao,Solteiro,14.25,True
360,A0361,45,Lisboa,Feminino,17,5,4,17,Escola C,Publica,Nao,Solteiro,10.75,True
361,A0362,51,Braga,Feminino,17,15,5,13,Escola D,Publica,Nao,Solteiro,12.5,True
362,A0363,19,Lisboa,Feminino,1,5,13,17,Escola A,Privada,Sim,Casado,9.0,False
363,A0364,49,Porto,Masculino,3,16,11,14,Escola A,Privada,Nao,Outro,11.0,True
364,A0365,40,Lisboa,Masculino,0,9,3,14,Escola C,Publica,Sim,Casado,6.5,False
365,A0366,39,Braga,Masculino,3,17,5,5,Escola C,Publica,Sim,Outro,7.5,False
366,A0367,42,Faro,Feminino,17,17,9,14,Escola B,Publica,Nao,Outro,14.25,True
367,A0368,39,Lisboa,Masculino,4,2,17,17,Escola C,Privada,Sim,Outro,10.0,True
368,A0369,39,Lisboa,Feminino,18,19,14,3,Escola B,Privada,Nao,Outro,13.5,True
369,A0370,59,Coimbra,Masculino,14,20,7,7,Escola D,Privada,Sim,Outro,12.0,True
370,A0371,23,Faro,Feminino,7,14,8,14,Escola C,Privada,Nao,Solteiro,10.75,True
371,A0372,32,Porto,Feminino,19,14,4,2,Escola A,Publica,Sim,Casado,9.75,False
372,A0373,54,Braga,Masculino,16,3,9,14,Escola A,Publica,Sim,Casado,10.5,True
373,A0374,50,Porto,Masculino,0,8,19,12,Escola C,Publica,Nao,Solteiro,9.75,False
374,A0375,25,Faro,Feminino,11,18,5,8,Escola B,Publica,Sim,Outro,10.5,True
375,A0376,22,Lisboa,Feminino,18,16,15,1,Escola A,Privada,Nao,Casado,12.5,True
376,A0377,56,Lisboa,Masculino,14,10,2,7,Escola B,Privada,Sim,Solteiro,8.25,False
377,A0378,21,Faro,Masculino,8,8,9,19,Escola C,Publica,Sim,Solteiro,11.0,True
378,A0379,23,Lisboa,Feminino,6,9,10,16,Escola C,Publica,Sim,Casado,10.25,True
379,A0380,49,Lisboa,Masculino,1,17,10,12,Escola A,Publica,Nao,Casado,10.0,True
380,A0381,47,Lisboa,Feminino,8,19,16,0,Escola C,Publica,Nao,Outro,10.75,True
381,A0382,52,Braga,Feminino,9,12,3,1,Escola D,Publica,Nao,Outro,6.25,False
382,A0383,57,Braga,Masculino,1,7,3,14,Escola D,Privada,Nao,Casado,6.25,False
383,A0384,33,Coimbra,Masculino,18,6,16,11,Escola A,Privada,Nao,Outro,12.75,True
384,A0385,30,Porto,Masculino,10,16,8,13,Escola D,Publica,Sim,Solteiro,11.75,True
385,A0386,59,Faro,Masculino,12,20,18,1,Escola B,Publica,Sim,Outro,12.75,True
386,A0387,47,Faro,Masculino,9,14,4,17,Escola A,Publica,Nao,Outro,11.0,True
387,A0388,36,Faro,Feminino,13,19,5,6,Escola A,Privada,Sim,Solteiro,10.75,True
388,A0389,34,Coimbra,Feminino,17,14,2,5,Escola B,Privada,Sim,Outro,9.5,False
389,A0390,36,Braga,Masculino,18,0,0,13,Escola D,Privada,Sim,Solteiro,7.75,False
390,A0391,45,Coimbra,Masculino,8,13,19,7,Escola D,Publica,Sim,Outro,11.75,True
391,A0392,43,Faro,Masculino,6,4,15,1,Escola D,Privada,Nao,Casado,6.5,False
392,A0393,54,Porto,Feminino,2,10,10,16,Escola A,Publica,Sim,Outro,9.5,False
393,A0394,43,Lisboa,Masculino,19,15,12,4,Escola A,Privada,Nao,Casado,12.5,True
394,A0395,40,Braga,Masculino,5,1,9,13,Escola D,Privada,Nao,Casado,7.0,False
395,A0396,26,Braga,Feminino,20,7,2,19,Escola C,Privada,Sim,Casado,12.0,True
396,A0397,29,Coimbra,Feminino,1,10,8,20,Escola D,Publica,Nao,Casado,9.75,False
397,A0398,18,Braga,Masculino,5,17,11,20,Escola B,Publica,Sim,Casado,13.25,True
398,A0399,18,Faro,Masculino,2,2,13,2,Escola A,Privada,Sim,Solteiro,4.75,False
399,A0400,51,Faro,Masculino,15,0,0,4,Escola B,Publica,Sim,Solteiro,4.75,False
400,A0401,49,Coimbra,Feminino,7,10,17,15,Escola B,Publica,Nao,Solteiro,12.25,True
401,A0402,42,Faro,Masculino,1,15,16,17,Escola A,Publica,Nao,Casado,12.25,True
402,A0403,57,Porto,Masculino,16,17,8,16,Escola C,Publica,Nao,Outro,14.25,True
403,A0404,18,Coimbra,Masculino,8,15,8,10,Escola D,Publica,Sim,Solteiro,10.25,True
404,A0405,33,Porto,Feminino,11,9,9,16,Escola B,Publica,Sim,Outro,11.25,True
405,A0406,56,Lisboa,Feminino,2,17,18,15,Escola A,Publica,Sim,Outro,13.0,True
406,A0407,22,Porto,Masculino,10,5,14,1,Escola B,Privada,Nao,Casado,7.5,False
407,A0408,39,Lisboa,Masculino,0,18,4,3,Escola D,Publica,Sim,Casado,6.25,False
408,A0409,46,Lisboa,Feminino,12,3,14,20,Escola C,Publica,Sim,Casado,12.25,True
409,A0410,20,Porto,Feminino,14,12,19,6,Escola C,Privada,Nao,Solteiro,12.75,True
410,A0411,29,Coimbra,Feminino,4,13,1,1,Escola C,Privada,Nao,Casado,4.75,False
411,A0412,43,Faro,Feminino,20,2,12,5,Escola A,Privada,Nao,Solteiro,9.75,False
412,A0413,33,Faro,Feminino,16,9,15,16,Escola A,Privada,Sim,Solteiro,14.0,True
413,A0414,54,Lisboa,Feminino,5,5,14,6,Escola C,Publica,Sim,Solteiro,7.5,False
414,A0415,39,Lisboa,Feminino,20,0,9,4,Escola D,Privada,Sim,Solteiro,8.25,False
415,A0416,46,Coimbra,Feminino,10,13,13,4,Escola D,Privada,Nao,Casado,10.0,True
416,A0417,31,Braga,Feminino,17,7,9,19,Escola A,Publica,Nao,Solteiro,13.0,True
417,A0418,45,Porto,Masculino,3,18,13,15,Escola C,Publica,Nao,Casado,12.25,True
418,A0419,22,Lisboa,Masculino,2,13,8,18,Escola D,Publica,Nao,Casado,10.25,True
419,A0420,47,Faro,Masculino,12,9,13,8,Escola D,Privada,Sim,Solteiro,10.5,True
420,A0421,22,Coimbra,Feminino,8,16,2,4,Escola D,Publica,Sim,Casado,7.5,False
421,A0422,29,Porto,Masculino,20,8,19,7,Escola A,Privada,Sim,Outro,13.5,True
422,A0423,33,Coimbra,Feminino,5,5,15,8,Escola C,Publica,Sim,Casado,8.25,False
423,A0424,43,Porto,Feminino,11,10,1,4,Escola B,Publica,Sim,Casado,6.5,False
424,A0425,43,Porto,Masculino,1,6,9,9,Escola C,Privada,Sim,Solteiro,6.25,False
425,A0426,38,Lisboa,Feminino,2,16,2,1,Escola C,Publica,Sim,Solteiro,5.25,False
426,A0427,56,Coimbra,Masculino,2,0,10,8,Escola A,Publica,Sim,Casado,5.0,False
427,A0428,53,Coimbra,Masculino,11,4,10,10,Escola D,Publica,Nao,Solteiro,8.75,False
428,A0429,50,Faro,Masculino,14,8,20,3,Escola D,Publica,Nao,Outro,11.25,True
429,A0430,47,Faro,Feminino,8,17,20,1,Escola A,Publica,Sim,Outro,11.5,True
430,A0431,54,Lisboa,Masculino,7,20,12,5,Escola A,Privada,Nao,Solteiro,11.0,True
431,A0432,40,Lisboa,Feminino,10,1,6,13,Escola A,Privada,Sim,Casado,7.5,False
432,A0433,27,Braga,Masculino,15,10,16,0,Escola A,Publica,Sim,Outro,10.25,True
433,A0434,22,Faro,Masculino,3,5,1,17,Escola A,Privada,Nao,Outro,6.5,False
434,A0435,53,Porto,Masculino,0,7,11,6,Escola B,Privada,Sim,Casado,6.0,False
435,A0436,51,Coimbra,Feminino,6,3,9,0,Escola C,Privada,Sim,Solteiro,4.5,False
436,A0437,48,Lisboa,Feminino,1,17,17,0,Escola C,Publica,Sim,Outro,8.75,False
437,A0438,27,Coimbra,Feminino,4,10,10,0,Escola C,Publica,Sim,Casado,6.0,False
438,A0439,36,Coimbra,Masculino,6,4,15,3,Escola D,Publica,Sim,Casado,7.0,False
439,A0440,49,Braga,Masculino,3,14,16,3,Escola B,Privada,Sim,Outro,9.0,False
440,A0441,18,Faro,Feminino,4,17,18,17,Escola C,Privada,Sim,Solteiro,14.0,True
441,A0442,22,Lisboa,Feminino,0,1,17,10,Escola D,Publica,Nao,Outro,7.0,False
442,A0443,21,Coimbra,Feminino,0,10,2,0,Escola B,Publica,Nao,Casado,3.0,False
443,A0444,33,Lisboa,Feminino,14,12,20,9,Escola B,Privada,Sim,Outro,13.75,True
444,A0445,41,Porto,Feminino,19,3,15,8,Escola D,Privada,Nao,Solteiro,11.25,True
445,A0446,33,Braga,Feminino,18,6,5,3,Escola B,Publica,Sim,Casado,8.0,False
446,A0447,19,Porto,Masculino,9,10,11,5,Escola D,Privada,Sim,Solteiro,8.75,False
447,A0448,45,Lisboa,Feminino,17,3,10,15,Escola C,Privada,Sim,Outro,11.25,True
448,A0449,49,Lisboa,Masculino,2,14,14,1,Escola D,Privada,Sim,Outro,7.75,False
449,A0450,44,Faro,Masculino,10,0,14,17,Escola B,Privada,Nao,Solteiro,10.25,True
450,A0451,37,Coimbra,Feminino,14,2,15,9,Escola C,Privada,Nao,Outro,10.0,True
451,A0452,41,Coimbra,Feminino,10,13,9,16,Escola C,Privada,Nao,Solteiro,12.0,True
452,A0453,29,Porto,Masculino,16,5,11,12,Escola A,Privada,Nao,Outro,11.0,True
453,A0454,52,Braga,Feminino,16,17,12,17,Escola A,Publica,Sim,Solteiro,15.5,True
454,A0455,50,Coimbra,Feminino,5,0,3,12,Escola B,Publica,Nao,Solteiro,5.0,False
455,A0456,50,Faro,Masculino,4,5,6,16,Escola D,Privada,Sim,Casado,7.75,False
456,A0457,54,Porto,Masculino,7,5,1,4,Escola D,Privada,Sim,Casado,4.25,False
457,A0458,29,Porto,Masculino,1,20,14,10,Escola B,Privada,Nao,Solteiro,11.25,True
458,A0459,20,Faro,Feminino,15,15,7,6,Escola C,Publica,Sim,Outro,10.75,True
459,A0460,18,Braga,Masculino,19,4,6,9,Escola B,Publica,Nao,Outro,9.5,False
460,A0461,50,Faro,Feminino,11,16,14,16,Escola B,Privada,Nao,Outro,14.25,True
461,A0462,57,Braga,Masculino,5,9,13,14,Escola C,Publica,Nao,Solteiro,10.25,True
462,A0463,27,Faro,Masculino,0,20,7,17,Escola D,Privada,Nao,Solteiro,11.0,True
463,A0464,46,Faro,Masculino,3,17,11,18,Escola B,Privada,Nao,Solteiro,12.25,True
464,A0465,30,Lisboa,Feminino,16,6,12,1,Escola D,Privada,Sim,Solteiro,8.75,False
465,A0466,29,Porto,Feminino,12,2,10,3,Escola B,Privada,Nao,Casado,6.75,False
466,A0467,48,Faro,Masculino,17,12,16,2,Escola C,Privada,Nao,Solteiro,11.75,True
467,A0468,19,Faro,Masculino,4,14,16,6,Escola C,Privada,Sim,Outro,10.0,True
468,A0469,52,Coimbra,Masculino,2,19,3,17,Escola A,Privada,Nao,Casado,10.25,True
469,A0470,40,Porto,Feminino,10,18,20,9,Escola C,Publica,Nao,Outro,14.25,True
470,A0471,34,Coimbra,Masculino,12,2,7,6,Escola A,Privada,Sim,Solteiro,6.75,False
471,A0472,43,Porto,Feminino,3,3,4,7,Escola B,Publica,Sim,Casado,4.25,False
472,A0473,25,Coimbra,Masculino,13,4,15,5,Escola D,Privada,Nao,Solteiro,9.25,False
473,A0474,46,Faro,Masculino,10,0,3,0,Escola C,Privada,Sim,Casado,3.25,False
474,A0475,43,Faro,Masculino,9,3,14,3,Escola C,Publica,Nao,Outro,7.25,False
475,A0476,27,Lisboa,Masculino,18,11,11,13,Escola C,Publica,Sim,Solteiro,13.25,True
476,A0477,43,Coimbra,Masculino,17,9,4,16,Escola B,Privada,Nao,Solteiro,11.5,True
477,A0478,51,Braga,Masculino,5,20,15,19,Escola A,Publica,Nao,Casado,14.75,True
478,A0479,58,Lisboa,Feminino,14,19,13,17,Escola B,Privada,Nao,Casado,15.75,True
479,A0480,24,Coimbra,Masculino,20,12,9,10,Escola D,Privada,Sim,Solteiro,12.75,True
480,A0481,21,Coimbra,Feminino,9,13,6,20,Escola B,Publica,Nao,Casado,12.0,True
481,A0482,28,Lisboa,Masculino,4,4,12,13,Escola D,Publica,Sim,Solteiro,8.25,False
482,A0483,46,Faro,Masculino,4,3,19,8,Escola C,Publica,Nao,Casado,8.5,False
483,A0484,53,Coimbra,Feminino,9,13,4,14,Escola D,Publica,Nao,Outro,10.0,True
484,A0485,42,Faro,Masculino,4,9,2,11,Escola D,Privada,Nao,Casado,6.5,False
485,A0486,38,Lisboa,Feminino,2,16,14,9,Escola A,Publica,Nao,Outro,10.25,True
486,A0487,53,Faro,Feminino,5,9,3,18,Escola D,Publica,Nao,Casado,8.75,False
487,A0488,27,Porto,Masculino,3,6,14,18,Escola D,Publica,Sim,Casado,10.25,True
488,A0489,54,Braga,Feminino,17,15,13,5,Escola B,Publica,Sim,Solteiro,12.5,True
489,A0490,26,Coimbra,Feminino,8,0,19,19,Escola C,Publica,Sim,Casado,11.5,True
490,A0491,41,Braga,Masculino,16,16,18,5,Escola B,Privada,Nao,Casado,13.75,True
491,A0492,52,Faro,Feminino,12,20,12,7,Escola B,Privada,Nao,Outro,12.75,True
492,A0493,52,Coimbra,Masculino,14,8,9,0,Escola C,Publica,Sim,Casado,7.75,False
493,A0494,53,Faro,Masculino,19,5,20,16,Escola C,Publica,Nao,Solteiro,15.0,True
494,A0495,35,Porto,Masculino,16,18,4,16,Escola D,Privada,Nao,Outro,13.5,True
495,A0496,56,Lisboa,Masculino,12,12,19,14,Escola D,Publica,Nao,Solteiro,14.25,True
496,A0497,49,Coimbra,Feminino,15,2,19,6,Escola A,Privada,Sim,Solteiro,10.5,True
497,A0498,41,Porto,Masculino,3,6,5,18,Escola B,Privada,Sim,Solteiro,8.0,False
498,A0499,40,Porto,Masculino,4,8,3,2,Escola C,Publica,Sim,Solteiro,4.25,False
499,A0500,49,Coimbra,Feminino,4,4,1,10,Escola D,Privada,Sim,Outro,4.75,False
500,A0501,54,Faro,Masculino,8,9,15,19,Escola C,Publica,Sim,Casado,12.75,True
501,A0502,29,Porto,Masculino,16,16,17,18,Escola D,Publica,Nao,Solteiro,16.75,True
502,A0503,30,Braga,Feminino,12,11,4,8,Escola A,Privada,Nao,Outro,8.75,False
503,A0504,40,Porto,Feminino,1,15,3,9,Escola A,Privada,Nao,Solteiro,7.0,False
504,A0505,42,Faro,Feminino,12,2,12,1,Escola C,Publica,Nao,Casado,6.75,False
505,A0506,52,Faro,Feminino,20,8,18,0,Escola A,Privada,Sim,Outro,11.5,True
506,A0507,58,Braga,Feminino,18,14,1,15,Escola C,Publica,Sim,Outro,12.0,True
507,A0508,47,Porto,Feminino,2,4,12,17,Escola D,Privada,Nao,Casado,8.75,False
508,A0509,34,Faro,Feminino,9,12,10,16,Escola B,Privada,Sim,Outro,11.75,True
509,A0510,37,Coimbra,Masculino,1,13,3,5,Escola A,Publica,Nao,Casado,5.5,False
510,A0511,42,Lisboa,Feminino,12,19,19,13,Escola D,Publica,Nao,Outro,15.75,True
511,A0512,39,Lisboa,Feminino,18,14,19,14,Escola B,Publica,Nao,Outro,16.25,True
512,A0513,30,Lisboa,Feminino,16,15,14,13,Escola B,Privada,Nao,Casado,14.5,True
513,A0514,36,Porto,Masculino,20,12,3,2,Escola B,Publica,Sim,Casado,9.25,False
514,A0515,53,Braga,Masculino,13,16,8,18,Escola D,Publica,Nao,Outro,13.75,True
515,A0516,29,Faro,Feminino,11,7,6,11,Escola D,Privada,Sim,Outro,8.75,False
516,A0517,58,Coimbra,Feminino,20,20,18,1,Escola C,Privada,Nao,Casado,14.75,True
517,A0518,36,Coimbra,Feminino,11,1,18,2,Escola B,Publica,Nao,Casado,8.0,False
518,A0519,29,Porto,Masculino,10,4,5,17,Escola B,Publica,Nao,Outro,9.0,False
519,A0520,26,Lisboa,Masculino,6,5,5,0,Escola B,Publica,Nao,Outro,4.0,False
520,A0521,24,Porto,Feminino,3,11,19,19,Escola C,Publica,Sim,Outro,13.0,True
521,A0522,45,Braga,Masculino,18,17,14,20,Escola B,Privada,Nao,Casado,17.25,True
522,A0523,31,Braga,Feminino,0,0,14,5,Escola D,Privada,Sim,Outro,4.75,False
523,A0524,48,Faro,Masculino,2,16,19,4,Escola B,Publica,Nao,Solteiro,10.25,True
524,A0525,36,Faro,Masculino,12,10,8,0,Escola A,Publica,Nao,Casado,7.5,False
525,A0526,33,Braga,Feminino,14,9,3,18,Escola D,Publica,Nao,Outro,11.0,True
526,A0527,22,Braga,Feminino,1,18,17,0,Escola C,Privada,Sim,Casado,9.0,False
527,A0528,52,Braga,Feminino,10,13,17,20,Escola B,Publica,Nao,Solteiro,15.0,True
528,A0529,29,Porto,Feminino,3,9,4,20,Escola A,Publica,Nao,Casado,9.0,False
529,A0530,42,Braga,Masculino,18,14,19,15,Escola C,Privada,Nao,Outro,16.5,True
530,A0531,38,Coimbra,Masculino,16,18,10,11,Escola C,Privada,Nao,Solteiro,13.75,True
531,A0532,53,Lisboa,Masculino,2,3,4,7,Escola D,Publica,Nao,Solteiro,4.0,False
532,A0533,40,Braga,Feminino,17,1,3,15,Escola C,Publica,Sim,Outro,9.0,False
533,A0534,33,Lisboa,Masculino,7,8,11,0,Escola C,Privada,Sim,Outro,6.5,False
534,A0535,56,Porto,Feminino,18,9,1,3,Escola C,Publica,Nao,Outro,7.75,False
535,A0536,59,Lisboa,Masculino,4,10,12,9,Escola C,Publica,Nao,Casado,8.75,False
536,A0537,56,Porto,Feminino,6,13,9,10,Escola B,Privada,Sim,Casado,9.5,False
537,A0538,31,Coimbra,Feminino,20,6,8,16,Escola B,Privada,Nao,Casado,12.5,True
538,A0539,48,Porto,Masculino,7,14,9,6,Escola B,Privada,Sim,Outro,9.0,False
539,A0540,22,Porto,Feminino,4,18,6,11,Escola B,Publica,Nao,Outro,9.75,False
540,A0541,52,Faro,Feminino,16,14,3,20,Escola A,Privada,Nao,Casado,13.25,True
541,A0542,40,Braga,Masculino,4,7,18,6,Escola B,Privada,Sim,Solteiro,8.75,False
542,A0543,46,Braga,Feminino,3,10,9,11,Escola C,Publica,Nao,Casado,8.25,False
543,A0544,28,Coimbra,Feminino,18,8,2,14,Escola B,Publica,Sim,Solteiro,10.5,True
544,A0545,35,Coimbra,Feminino,20,14,20,1,Escola B,Privada,Sim,Outro,13.75,True
545,A0546,29,Braga,Masculino,1,0,18,13,Escola D,Privada,Sim,Outro,8.0,False
546,A0547,26,Faro,Masculino,10,0,20,12,Escola C,Publica,Nao,Casado,10.5,True
547,A0548,27,Braga,Feminino,12,18,1,3,Escola B,Publica,Sim,Casado,8.5,False
548,A0549,34,Faro,Masculino,14,2,19,13,Escola B,Privada,Sim,Outro,12.0,True
549,A0550,55,Coimbra,Feminino,11,9,9,13,Escola B,Privada,Nao,Casado,10.5,True
550,A0551,24,Lisboa,Feminino,20,7,1,15,Escola A,Publica,Nao,Outro,10.75,True
551,A0552,30,Coimbra,Feminino,10,14,1,6,Escola B,Privada,Nao,Outro,7.75,False
552,A0553,57,Coimbra,Feminino,6,9,16,18,Escola D,Publica,Nao,Solteiro,12.25,True
553,A0554,59,Porto,Feminino,4,0,15,1,Escola C,Privada,Nao,Casado,5.0,False
554,A0555,26,Porto,Masculino,16,17,15,9,Escola C,Publica,Nao,Outro,14.25,True
555,A0556,44,Porto,Feminino,19,1,13,17,Escola B,Publica,Sim,Casado,12.5,True
556,A0557,19,Porto,Masculino,8,18,6,16,Escola B,Privada,Nao,Solteiro,12.0,True
557,A0558,22,Faro,Masculino,13,12,20,4,Escola B,Privada,Sim,Solteiro,12.25,True
558,A0559,46,Braga,Feminino,11,0,10,11,Escola C,Publica,Nao,Casado,8.0,False
559,A0560,54,Lisboa,Feminino,5,1,0,5,Escola C,Privada,Sim,Casado,2.75,False
